什 shi2 bian4/yin2/shi2/qu2/tang2 "什么 shen2me5 what?; something; anything
为什么 wei4shen2me5 why?; for what reason?
没什么 mei2shen2me5 nothing; it doesn't matter; it's nothing; never mind
什 shen2 what
干什么 gan4shen2me5 what are you doing?; what's he up to?" 0
时 shi2 xie2/shi2/tan2/qi1/mian3 "时 shi2 o'clock; time; when; hour; season; period
时候 shi2hou5 time; length of time; moment; period
时间 shi2jian1 time; period
当时 dang1shi2 then; at that time; while
同时 tong2shi2 at the same time; simultaneously" 1
吧 ba1 biao1/ping2/feng1/xie2/ba1 "吧 ba5 (modal particle indicating suggestion or surmise); ...right?; ...ok?; ...i presume.
酒吧 jiu3ba1 bar; pub; saloon
吧嗒 ba1da5 to smack one's lips; to pull (on a pipe)
吧唧 ba1ji5 to smack one's lips" 2
呢 ni2 yan1/jie4/pi2/xi3/ni2 "呢 ne5 (at the end of a declarative sentence) particle indicating continuation of a state or action; particle indicating strong affirmation
着呢 zhe5ne5 comes at the end of the sentence to indicate a strong degree; quite; rather
呢喃 ni2nan2 whispering; murmuring
花呢 hua1ni2 tweed; checkered cloth" 3
只 zhi3 xie2/ye4/zhi3/zhu1/yan1 "只 zhi3 only; merely; just; but
只是 zhi3shi4 merely; only; just; nothing but; simply; but; however
只有 zhi3you3 only have ...; there is only ...
只要 zhi3yao4 if only; so long as
只能 zhi3neng2 can only; obliged to do sth; to have no other choice" 4
新 xin1 xin1/yong1/yang2/han2/huan4 "新 xin1 new; newly; meso- (chemistry)
新闻 xin1wen2 news
重新 chong2xin1 again; once more; re-
最新 zui4xin1 latest; newest
更新 geng1xin1 to replace the old with new; to renew; to renovate; to upgrade; to update; to regenerate" 5
吃 chi1 mu4/xian1/yong1/chi1/shu4 "吃 chi1 to eat; to consume; to eat at (a cafeteria etc); to eradicate; to destroy; to absorb; to suffer
吃饭 chi1fan4 to have a meal; to eat; to make a living
好吃 hao3chi1 tasty; delicious
吃完 chi1wan2 to finish eating
吃惊 chi1jing1 to be startled; to be shocked; to be amazed" 6
喜 xi3 xi3/yin2/wu2/rong2/xin1 "喜欢 xi3huan5 to like; to be fond of
喜 xi3 to be fond of; to like; to enjoy; to be happy; to feel pleased; happiness; delight; glad
喜爱 xi3ai4 to like; to love; to be fond of; favorite
惊喜 jing1xi3 nice surprise; to be pleasantly surprised
喜悦 xi3yue4 happy; joyous" 7
打 da2 da2/ge2/ying1/han4/biao1 "打 da3 to beat; to strike; to hit; to break; to type; to mix up; to build; to fight; to fetch; to make; to tie up; to issue; to shoot; to calculate; to play (a game); since; from
打开 da3kai1 to open; to show (a ticket); to turn on; to switch on
打电话 da3dian4hua4 to make a telephone call
打工 da3gong1 to work a temporary or casual job; (of students) to have a job outside of class time, or during vacation
打击 da3ji1 to hit; to strike; to attack; to crack down on sth; blow; (psychological) shock; percussion (music)" 8
应 ying1 tuo2/bian4/ying1/qi1/long2 "应该 ying1gai1 ought to; should; must
应 ying1 to agree (to do sth); should; ought to; must; (legal) shall
反应 fan3ying4 to react; to respond; reaction; response; reply; chemical reaction
答应 da1ying5 to answer; to respond; to answer positively; to agree; to accept; to promise
应当 ying1dang1 should; ought to" 9
岁 sui4 yong1/ying1/sui4/di2/yang2 "岁 sui4 years old; classifier for years (of age); year; year (of crop harvests)
岁月 sui4yue4 years; time
万岁 wan4sui4 your majesty; his majesty
岁数 sui4shu5 age (number of years old)
周岁 zhou1sui4 one full year (e.g. on child's first birthday)" 10
